"","Incident_ID","Incident_date","State","City","Address","No_killed","No_injured","Geo_Address","lon","lat"
"965",590221,2016-02-19,"Missouri","Edgerton","4100 block of Buena Vista Road",4,0,"4100 block of Buena Vista Road, Edgerton, Missouri",-94.6253659,39.4931055
"966",507998,2016-02-19,"California","Vallejo","509 Porter Street",1,3,"509 Porter Street, Vallejo, California",-122.2455142,38.0882936
"967",504879,2016-02-14,"Texas","Houston","8449 Gulf Freeway",1,3,"8449 Gulf Freeway, Houston, Texas",-95.2637914,29.672633
"968",505420,2016-02-14,"Alabama","Eutaw (Union)","Earnest Friday Road",0,5,"Earnest Friday Road, Eutaw (Union), Alabama",-87.9094126,32.9889817
"969",504996,2016-02-13,"Louisiana","Marrero","5425 Lapalco Boulevard",0,4,"5425 Lapalco Boulevard, Marrero, Louisiana",-90.1081515,29.874832
"970",501256,2016-02-07,"Mississippi","Pass Christian","Davis Avenue",2,4,"Davis Avenue, Pass Christian, Mississippi",-89.2443786,30.3219046
"971",501233,2016-02-07,"Florida","Orlando","7432 Universal Blvd",2,10,"7432 Universal Blvd, Orlando, Florida",-81.4650176,28.4552969
"972",501168,2016-02-07,"New York","Rochester","547 State St",1,7,"547 State St, Rochester, New York",-77.6230683,43.1642357
"973",501349,2016-02-07,"Illinois","Chicago (Englewood)","6500 block of South Green Street",0,4,"6500 block of South Green Street, Chicago (Englewood), Illinois",-87.6462092,41.7759738
"974",501267,2016-02-06,"California","Los Angeles","12800 block of Cook Street",1,3,"12800 block of Cook Street, Los Angeles, California",-118.2706863,33.9164168
"975",500629,2016-02-06,"Florida","Apopka","10th Street",0,4,"10th Street, Apopka, Florida",-81.5145694,28.6657579
"976",500556,2016-02-06,"Florida","Tampa","8123 N Nebraska Ave",2,6,"8123 N Nebraska Ave, Tampa, Florida",-82.4510088,28.0218973
"977",499422,2016-02-03,"District of Columbia","Washington","1500 block of Butler St SE",0,4,"1500 block of Butler St SE, Washington, District of Columbia",-76.9836096,38.8611538
"978",495940,2016-01-30,"Arizona","Glendale","67th and Missouri Avenue",3,5,"67th and Missouri Avenue, Glendale, Arizona",-112.2048404,33.5165652
"979",494378,2016-01-27,"Virginia","Chesapeake","1401 N. George Washington Hwy",6,0,"1401 N. George Washington Hwy, Chesapeake, Virginia",-76.3301928,36.7904881
"980",493536,2016-01-26,"Washington","Seattle","Airport Way S. and S. Atlantic St.",2,3,"Airport Way S. and S. Atlantic St., Seattle, Washington",-122.3224741,47.5903362
"981",493085,2016-01-25,"California","Perris","140 S. D Street",1,4,"140 S. D Street, Perris, California",-117.2286849,33.7846868
"982",491312,2016-01-23,"California","Los Angeles","8105 Avalon Blvd",2,2,"8105 Avalon Blvd, Los Angeles, California",-118.2654113,33.9653722
"983",486728,2016-01-17,"Virginia","Gloucester","Ditchley Dr and Gill Ln",1,3,"Ditchley Dr and Gill Ln, Gloucester, Virginia",-76.4373384,37.4000818
"984",483750,2016-01-11,"Delaware","Wilmington","900 block of Brown Street",1,4,"900 block of Brown Street, Wilmington, Delaware",-75.5672256,39.7350736
"985",481849,2016-01-08,"District of Columbia","Washington","1700 E Capitol St NE",0,4,"1700 E Capitol St NE, Washington, District of Columbia",-76.9795263,38.8903247
"986",481900,2016-01-08,"Illinois","Chicago","1500 block of South Kedzie",1,4,"1500 block of South Kedzie, Chicago, Illinois",-87.705496,41.8609241
"987",481429,2016-01-07,"Tennessee","Memphis","3800 block of Kerwood Avenue",1,3,"3800 block of Kerwood Avenue, Memphis, Tennessee",-89.9362666,35.2336271
"988",479613,2016-01-06,"Florida","Lakeland","2312 East Magnolia Street",3,1,"2312 East Magnolia Street, Lakeland, Florida",-81.9133782,28.0505587
"989",1017372,2017-12-31,"Colorado","Littleton (Highlands Ranch)","3404 E County Line Rd",2,6,"3404 E County Line Rd, Littleton (Highlands Ranch), Colorado",-104.94897,39.5650604
"990",1017422,2017-12-31,"Illinois","Chicago","2335 Howard St",0,4,"2335 Howard St, Chicago, Illinois",-87.6890976,42.0194233
"991",1018118,2017-12-31,"New Jersey","Long Branch","635 Wall St",4,0,"635 Wall St, Long Branch, New Jersey",-74.0031348,40.292499
"992",1015666,2017-12-27,"Nevada","Las Vegas","3750 E Bonanza Rd",2,2,"3750 E Bonanza Rd, Las Vegas, Nevada",-115.09474,36.1752601
"993",1015336,2017-12-26,"Florida","Miami","NW 18th Ave and 86th Ter",0,5,"NW 18th Ave and 86th Ter, Miami, Florida",-80.2276661,25.8532542
"994",1013983,2017-12-24,"Mississippi","Vicksburg","1111 Mulberry Street",0,5,"1111 Mulberry Street, Vicksburg, Mississippi",-90.8827277,32.3516708
"995",1014052,2017-12-24,"Alabama","Troy","100 block of Chapman St",1,4,"100 block of Chapman St, Troy, Alabama",-85.9600436,31.8090063
"996",1014971,2017-12-23,"Louisiana","Eunice","100 block of City Avenue",1,3,"100 block of City Avenue, Eunice, Louisiana",-92.404098,30.4844003
"997",1013377,2017-12-23,"Alabama","Birmingham","3rd Ave N and 9th St N",0,4,"3rd Ave N and 9th St N, Birmingham, Alabama",-86.822006,33.509112
"998",1011953,2017-12-21,"Pennsylvania","Philadelphia","6600 block of Dorel St",1,3,"6600 block of Dorel St, Philadelphia, Pennsylvania",-75.227874,39.9180218
"999",1012704,2017-12-21,"Louisiana","Lafayette","1500 block of N University Avenue",0,4,"1500 block of N University Avenue, Lafayette, Louisiana",-92.0347239,30.2493139
"1000",1009629,2017-12-16,"Mississippi","Mc Cool (Mccool)","Ferguson Rd",0,4,"Ferguson Rd, Mc Cool (Mccool), Mississippi",-89.3450703,33.2020707
"1001",1008310,2017-12-15,"California","Pacoima","13041 Jouett Street",0,5,"13041 Jouett Street, Pacoima, California",-118.4172459,34.2659075
"1002",1007054,2017-12-13,"Ohio","Columbus","200 block of E Barthman Ave",1,3,"200 block of E Barthman Ave, Columbus, Ohio",-82.9899873,39.9242362
"1003",1006150,2017-12-12,"Kentucky","Louisville","17th and Gallagher Streets",0,4,"17th and Gallagher Streets, Louisville, Kentucky",-85.7836121,38.2389339
"1004",1006446,2017-12-12,"Texas","Garland","1301 Rivercrest Ln",0,4,"1301 Rivercrest Ln, Garland, Texas",-96.6059777,32.924382
"1005",1004454,2017-12-09,"Massachusetts","Boston","Proctor St",0,4,"Proctor St, Boston, Massachusetts",-71.0691617,42.3269401
"1006",1002514,2017-12-06,"Illinois","Chicago","4620 N Broadway",0,4,"4620 N Broadway, Chicago, Illinois",-87.6579306,41.9658331
"1007",1001566,2017-12-04,"Pennsylvania","Pittsburgh","7200 block of Everton St",2,2,"7200 block of Everton St, Pittsburgh, Pennsylvania",-79.8933938,40.4631319
"1008",1000479,2017-12-03,"Tennessee","Memphis","656 Marshall Ave",1,3,"656 Marshall Ave, Memphis, Tennessee",-90.0388881,35.1402364
"1009",999969,2017-12-02,"Michigan","Detroit","5200 Woodward Avenue",0,4,"5200 Woodward Avenue, Detroit, Michigan",-83.0643655,42.3594422
"1010",998843,2017-11-30,"Michigan","Detroit","11000 block of Gunston",1,4,"11000 block of Gunston, Detroit, Michigan",-82.9936303,42.408089
"1011",994323,2017-11-24,"Mississippi","Brookhaven","119 Martin Street",1,6,"119 Martin Street, Brookhaven, Mississippi",-90.4406506,31.5790588
"1012",995015,2017-11-24,"Ohio","Cleveland","11618 Buckeye Rd",1,5,"11618 Buckeye Rd, Cleveland, Ohio",-81.6021777,41.4807147
"1013",991017,2017-11-18,"Minnesota","Minneapolis","3600 block of N Emerson Ave",0,4,"3600 block of N Emerson Ave, Minneapolis, Minnesota",-93.293973,45.0204857
"1014",990974,2017-11-17,"Louisiana","New Iberia","900 Block of Mississippi St",0,4,"900 Block of Mississippi St, New Iberia, Louisiana",-91.8413013,30.0111581
"1015",989838,2017-11-16,"Georgia","Columbus","1400 block of 15th Street",0,7,"1400 block of 15th Street, Columbus, Georgia",-84.9713918,32.4741814
"1016",988824,2017-11-14,"California","Richmond","900 Block of View Dr",2,2,"900 Block of View Dr, Richmond, California",-122.3133899,37.9779048
"1017",987611,2017-11-14,"California","Corning","17357 Stagecoach Rd",6,12,"17357 Stagecoach Rd, Corning, California",-122.3930903,40.0187478
"1018",986236,2017-11-12,"Indiana","Gary","4601 Melton Rd",0,7,"4601 Melton Rd, Gary, Indiana",-87.2812842,41.5949857
"1019",987134,2017-11-12,"California","Fresno","S Calvin Ave",0,5,"S Calvin Ave, Fresno, California",-119.7342994,36.681821
"1020",986816,2017-11-12,"Georgia","Atlanta","50 Lower Alabama St",2,2,"50 Lower Alabama St, Atlanta, Georgia",-84.3898659,33.751539
"1021",985582,2017-11-11,"Texas","Dallas","2532 Martin Luther King Jr Blvd",1,3,"2532 Martin Luther King Jr Blvd, Dallas, Texas",-96.770683,32.7666882
"1022",985832,2017-11-11,"North Carolina","Fayetteville","2835 Bragg Blvd",1,5,"2835 Bragg Blvd, Fayetteville, North Carolina",-78.9278076,35.0736788
"1023",986092,2017-11-11,"Louisiana","New Orleans","Forstall St and Burgundy St",1,5,"Forstall St and Burgundy St, New Orleans, Louisiana",-90.0221209,29.9602617
"1024",984822,2017-11-10,"Ohio","Dayton (Trotwood)","193 Olive Rd",0,4,"193 Olive Rd, Dayton (Trotwood), Ohio",-84.2925357,39.7492184
"1025",984455,2017-11-09,"Pennsylvania","Philadelphia","1800 block of Ringgold",0,4,"1800 block of Ringgold, Philadelphia, Pennsylvania",-75.1859671,39.9301445
"1026",980577,2017-11-05,"Texas","Sutherland Springs","216 4th St",27,20,"216 4th St, Sutherland Springs, Texas",-98.0562577,29.2734487
"1027",980269,2017-11-04,"Texas","Austin","N Lamar Blvd and Masterson Pass",0,4,"N Lamar Blvd and Masterson Pass, Austin, Texas",-97.6924185,30.37121
"1028",980192,2017-11-04,"Ohio","Youngstown","2810 Market St",0,4,"2810 Market St, Youngstown, Ohio",-80.6582258,41.0710585
"1029",980060,2017-11-04,"California","Santa Monica","1515 Ocean Avenue",1,3,"1515 Ocean Avenue, Santa Monica, California",-118.4954743,34.0125175
"1030",979651,2017-11-03,"Minnesota","Minneapolis","10th Ave S and E 24th St",0,4,"10th Ave S and E 24th St, Minneapolis, Minnesota",-93.2600279,44.9591262
"1031",980258,2017-11-03,"California","Gardena","E 163rd St and S Main St",0,4,"E 163rd St and S Main St, Gardena, California",-118.2758683,33.8838675
"1032",980004,2017-11-03,"New York","Buffalo","147 Roosevelt Ave",0,4,"147 Roosevelt Ave, Buffalo, New York",-78.8080222,42.9336873
"1033",980401,2017-11-03,"Louisiana","Lacombe","27600 block of Mirmar Street",1,4,"27600 block of Mirmar Street, Lacombe, Louisiana",-89.9427487,30.3094393
"1034",975600,2017-10-29,"Texas","Austin","5500 block of Ave F",1,3,"5500 block of Ave F, Austin, Texas",-97.7198711,30.320056
"1035",975817,2017-10-28,"Ohio","Toledo","1327 N Huron St",0,4,"1327 N Huron St, Toledo, Ohio",-83.5220337,41.6618289
"1036",974704,2017-10-28,"Virginia","Petersburg","N Sycamore St and Franklin",1,3,"N Sycamore St and Franklin, Petersburg, Virginia",-77.4035777,37.2285381
"1037",974051,2017-10-27,"Kentucky","Louisville","1716 Prentice St",0,6,"1716 Prentice St, Louisville, Kentucky",-85.7843014,38.2409351
"1038",974411,2017-10-27,"California","San Francisco","1100 block of Fillmore",0,4,"1100 block of Fillmore, San Francisco, California",-122.4317277,37.7798868
"1039",966895,2017-10-23,"California","Clearlake Oaks","13000 block of Anchor Village",2,3,"13000 block of Anchor Village, Clearlake Oaks, California",-122.6610872,39.0241946
"1040",966153,2017-10-22,"Connecticut","Hartford","Wethersfield Avenue and Elliott Street",0,4,"Wethersfield Avenue and Elliott Street, Hartford, Connecticut",-72.673327,41.7464242
"1041",966178,2017-10-22,"Alabama","Lanett","1606 19th St Sw",2,7,"1606 19th St Sw, Lanett, Alabama",-85.2437375,32.8439199
"1042",965066,2017-10-21,"Florida","Tampa","400 block of E Nordica St",0,4,"400 block of E Nordica St, Tampa, Florida",-82.4566077,27.9781718
"1043",965077,2017-10-21,"Florida","Jacksonville","164 E Eubanks St",0,4,"164 E Eubanks St, Jacksonville, Florida",-81.6223245,30.4847226
"1044",965756,2017-10-21,"Tennessee","Nashville","1277 12th Ave S",0,4,"1277 12th Ave S, Nashville, Tennessee",-86.78853,36.141427
"1045",965251,2017-10-21,"Pennsylvania","Chester","1200 block of W Carlas Ln",0,4,"1200 block of W Carlas Ln, Chester, Pennsylvania",-75.3826806,39.8468949
"1046",962359,2017-10-18,"Maryland","Edgewood","2111 Emmorton Park Rd",3,3,"2111 Emmorton Park Rd, Edgewood, Maryland",-76.3099044,39.4520375
"1047",962155,2017-10-17,"New York","Brooklyn","181 Martense St",0,4,"181 Martense St, Brooklyn, New York",-73.9528732,40.6516373
"1048",962623,2017-10-16,"Mississippi","Meridian","5th Street",1,3,"5th Street, Meridian, Mississippi",-88.7141334,32.3610284
"1049",960036,2017-10-15,"Texas","Houston","6233 Gulfton St",2,2,"6233 Gulfton St, Houston, Texas",-95.4915044,29.7159758
"1050",959126,2017-10-15,"Arizona","Phoenix","107th Ave and Camelback Rd",1,3,"107th Ave and Camelback Rd, Phoenix, Arizona",-112.2900132,33.5081755
"1051",957980,2017-10-12,"California","Aliso Viejo","6 Asbury Ct",2,2,"6 Asbury Ct, Aliso Viejo, California",-117.7358025,33.5675354
"1052",957562,2017-10-11,"Ohio","Pedro","15497 SR 93",4,0,"15497 SR 93, Pedro, Ohio",-82.6423305,38.7082949
"1053",956942,2017-10-10,"California","San Francisco","25th St and Treat Ave",0,4,"25th St and Treat Ave, San Francisco, California",-122.4128627,37.7509769
"1054",955268,2017-10-09,"Texas","Houston","3352 Old Spanish Trail",0,5,"3352 Old Spanish Trail, Houston, Texas",-95.372159,29.7011907
"1055",954428,2017-10-07,"Arizona","Phoenix","87th Ave and Thomas Rd",0,4,"87th Ave and Thomas Rd, Phoenix, Arizona",-112.2464783,33.479751
"1056",953156,2017-10-06,"Illinois","Chicago","8000 block of S Marshfield",0,5,"8000 block of S Marshfield, Chicago, Illinois",-87.6649489,41.748351
"1057",952720,2017-10-05,"Arizona","Casa Grande","400 block of W 13th Street",4,0,"400 block of W 13th Street, Casa Grande, Arizona",-111.757291,32.885415
"1058",952220,2017-10-03,"Florida","Miami","2051 NW 65th St",0,4,"2051 NW 65th St, Miami, Florida",-80.2310149,25.8338798
"1059",945990,2017-10-01,"Kansas","Lawrence","1000 block of Massachusetts St",3,2,"1000 block of Massachusetts St, Lawrence, Kansas",-95.235711,38.9654625
"1060",946496,2017-10-01,"Nevada","Las Vegas","3950 Las Vegas Blvd S",59,441,"3950 Las Vegas Blvd S, Las Vegas, Nevada",-115.1757617,36.0929942
"1061",946138,2017-09-30,"Tennessee","Memphis","800 block of Kerr Avenue",1,3,"800 block of Kerr Avenue, Memphis, Tennessee",-90.0358906,35.1071634
"1062",944448,2017-09-28,"Louisiana","New Orleans","2001 N Rocheblave St",1,3,"2001 N Rocheblave St, New Orleans, Louisiana",-90.0647869,29.9814899
"1063",942628,2017-09-26,"Pennsylvania","Philadelphia","100 block of Pastorius St",1,3,"100 block of Pastorius St, Philadelphia, Pennsylvania",-75.177497,40.043327
"1064",942522,2017-09-26,"Tennessee","Memphis","2531 Chelsea Ave",0,4,"2531 Chelsea Ave, Memphis, Tennessee",-89.9727971,35.1741999
"1065",942830,2017-09-26,"Maryland","Baltimore","3200 block of Lyndale Ave",2,2,"3200 block of Lyndale Ave, Baltimore, Maryland",-76.578385,39.31661
"1066",941144,2017-09-24,"Maryland","Baltimore","500 block of E. Patapsco Avenue",0,4,"500 block of E. Patapsco Avenue, Baltimore, Maryland",-76.6035287,39.2370846
"1067",940554,2017-09-24,"Tennessee","Antioch","3890 Pin Hook Rd",1,8,"3890 Pin Hook Rd, Antioch, Tennessee",-86.58308,36.0468068
"1068",940644,2017-09-24,"New York","Syracuse","1226 E Fayette St",0,4,"1226 E Fayette St, Syracuse, New York",-76.1304325,43.0481311
"1069",1974755,2017-09-24,"Pennsylvania","Philadelphia","3400 block of H St",0,4,"3400 block of H St, Philadelphia, Pennsylvania",-75.1127482,39.999658
"1070",941257,2017-09-24,"New Jersey","Mays Landing","6000 block of Hoover Dr",1,3,"6000 block of Hoover Dr, Mays Landing, New Jersey",-74.766379,39.4511572
"1071",939834,2017-09-23,"California","Bakersfield","818 Real Rd",1,4,"818 Real Rd, Bakersfield, California",-119.0431515,35.3657397
"1072",940068,2017-09-23,"Illinois","Danville","Seminary St and Jackson St",0,5,"Seminary St and Jackson St, Danville, Illinois",-87.6272775,40.1303411
"1073",940142,2017-09-23,"Connecticut","Hartford","1164 Albany Ave",2,2,"1164 Albany Ave, Hartford, Connecticut",-72.6957999,41.7822069
"1074",939482,2017-09-20,"Indiana","Gary","4300 block of 23rd Ct",0,5,"4300 block of 23rd Ct, Gary, Indiana",-87.3906731,41.5756031
"1075",936028,2017-09-17,"Michigan","Detroit","5000 block of Stanton Street",1,3,"5000 block of Stanton Street, Detroit, Michigan",-83.0908127,42.3501379
"1076",935928,2017-09-17,"Virginia","Petersburg","300 Mistletoe St",1,4,"300 Mistletoe St, Petersburg, Virginia",-77.4049063,37.2167361
"1077",934036,2017-09-16,"South Carolina","Columbia","920 Lady Street",0,8,"920 Lady Street, Columbia, South Carolina",-81.0376867,34.0013022
"1078",933957,2017-09-15,"Illinois","Chicago","4700 block of S Fairfield Ave",4,0,"4700 block of S Fairfield Ave, Chicago, Illinois",-87.6930708,41.8080868
"1079",932526,2017-09-13,"Tennessee","Memphis","1000 block of Morehead St",1,5,"1000 block of Morehead St, Memphis, Tennessee",-90.0251211,35.1680474
"1080",932181,2017-09-13,"Washington","Rockford","14626 S Jackson Rd",1,3,"14626 S Jackson Rd, Rockford, Washington",-117.1963944,47.5200002
"1081",932906,2017-09-13,"Pennsylvania","York","400 block of S Duke St",0,4,"400 block of S Duke St, York, Pennsylvania",-76.723089,39.9573277
"1082",932619,2017-09-13,"Pennsylvania","Philadelphia","3100 block of N 2nd St",0,4,"3100 block of N 2nd St, Philadelphia, Pennsylvania",-75.1328293,39.9971354
"1083",930569,2017-09-10,"Texas","Plano","1712 West Spring Creek Parkway",9,1,"1712 West Spring Creek Parkway, Plano, Texas",-96.7275996,33.0564952
"1084",930266,2017-09-10,"Louisiana","New Orleans","2101 N Claiborne Ave",1,3,"2101 N Claiborne Ave, New Orleans, Louisiana",-90.0581921,29.9736476
"1085",931139,2017-09-09,"Alabama","Selma","Kings Bend Road",0,4,"Kings Bend Road, Selma, Alabama",-87.0276666,32.3950984
"1086",928380,2017-09-06,"Illinois","Chicago","2700 block of Madison",0,4,"2700 block of Madison, Chicago, Illinois",-87.694119,41.8813699
"1087",927277,2017-09-04,"Illinois","Bellwood","1000 block of Bellwood Ave",0,4,"1000 block of Bellwood Ave, Bellwood, Illinois",-87.8782768,41.8741981
"1088",926766,2017-09-03,"California","Inglewood","10100 block of S Firmona Ave",2,3,"10100 block of S Firmona Ave, Inglewood, California",-118.3566627,33.9444364
"1089",925809,2017-09-02,"Kentucky","Louisville","8008 Watterson Trl",0,4,"8008 Watterson Trl, Louisville, Kentucky",-85.621938,38.180619
"1090",925436,2017-09-02,"Illinois","Chicago","8300 block of S Hermitage",1,3,"8300 block of S Hermitage, Chicago, Illinois",-87.6670904,41.74276
"1091",922184,2017-08-28,"New Mexico","Clovis","701 N Main St",2,4,"701 N Main St, Clovis, New Mexico",-103.2044978,34.4051816
"1092",921733,2017-08-27,"California","Sacramento","7760 24th St",1,4,"7760 24th St, Sacramento, California",-121.481512,38.47505
"1093",921653,2017-08-27,"Indiana","Evansville","1127 Chestnut St",1,3,"1127 Chestnut St, Evansville, Indiana",-87.5601723,37.973151
"1094",921289,2017-08-25,"Florida","Gainesville","1600 NE 8th Ave",0,4,"1600 NE 8th Ave, Gainesville, Florida",-82.3046381,29.6593901
"1095",920513,2017-08-24,"Missouri","Saint Louis","10400 block of Balmoral Dr",4,0,"10400 block of Balmoral Dr, Saint Louis, Missouri",-90.2008802,38.7541405
"1096",918204,2017-08-22,"Illinois","Chicago","300 block of N Central Ave",0,4,"300 block of N Central Ave, Chicago, Illinois",-87.7654432,41.8859421
"1097",917793,2017-08-21,"New Jersey","Newark","Fabyan Place",0,4,"Fabyan Place, Newark, New Jersey",-74.2220987,40.7154353
"1098",917820,2017-08-21,"North Carolina","Whitakers","980 Fishing Creek Rd",4,0,"980 Fishing Creek Rd, Whitakers, North Carolina",-77.8287321,36.1693901
"1099",918061,2017-08-21,"New Jersey","Newark","700 block of S 19th St",1,3,"700 block of S 19th St, Newark, New Jersey",-74.2122213,40.7324223
"1100",917713,2017-08-21,"Maryland","Baltimore","Cottage Avenue and Park Heights Avenue",1,3,"Cottage Avenue and Park Heights Avenue, Baltimore, Maryland",-76.657371,39.3273371
"1101",917838,2017-08-21,"Tennessee","Memphis","262 Decatur St",0,4,"262 Decatur St, Memphis, Tennessee",-90.0259271,35.1471791
"1102",916808,2017-08-20,"New York","Brooklyn","100th St and Ave M",0,4,"100th St and Ave M, Brooklyn, New York",-73.8910495,40.6386248
"1103",916848,2017-08-20,"Illinois","Chicago","11901 S Loomis St",2,5,"11901 S Loomis St, Chicago, Illinois",-87.6560016,41.6768437
"1104",916551,2017-08-19,"Ohio","Cleveland","11143 Superior Ave",1,4,"11143 Superior Ave, Cleveland, Ohio",-81.6075922,41.5226451
"1105",914819,2017-08-16,"New York","Wyandanch","Merritt Ave and 15th St",0,4,"Merritt Ave and 15th St, Wyandanch, New York",-73.361291,40.7543712
"1106",913924,2017-08-14,"California","North Hollywood","Morrison St and Klump Ave",2,2,"Morrison St and Klump Ave, North Hollywood, California",-118.3757613,34.160824
"1107",912805,2017-08-13,"Pennsylvania","Philadelphia","39th St and Melon St",0,5,"39th St and Melon St, Philadelphia, Pennsylvania",-75.1999605,39.9648942
"1108",912322,2017-08-13,"California","Sacramento","4000 Block of Martin Luther King Jr Blvd",0,4,"4000 Block of Martin Luther King Jr Blvd, Sacramento, California",-121.4650434,38.5383643
"1109",912375,2017-08-13,"Virginia","Suffolk","8700 block of Quay Rd",0,4,"8700 block of Quay Rd, Suffolk, Virginia",-76.839476,36.6526154
"1110",912093,2017-08-12,"Missouri","Saint Louis","12310 Bellefontaine Rd",1,3,"12310 Bellefontaine Rd, Saint Louis, Missouri",-90.212395,38.7965503
"1111",909423,2017-08-08,"Illinois","Chicago","50 block of E 37th St",1,6,"50 block of E 37th St, Chicago, Illinois",-87.6243307,41.8271557
"1112",907555,2017-08-06,"New York","Bronx","Wickham Ave",0,6,"Wickham Ave, Bronx, New York",-73.8373749,40.8690765
"1113",907546,2017-08-06,"New York","Bronx","Unionport Rd",0,4,"Unionport Rd, Bronx, New York",-73.8634034,40.8412549
"1114",907857,2017-08-06,"California","Oakland","1000 block of 106th Avenue",0,7,"1000 block of 106th Avenue, Oakland, California",-122.1720107,37.7357587
"1115",907247,2017-08-05,"New Jersey","Lakewood","900 block of Brook Road",0,4,"900 block of Brook Road, Lakewood, New Jersey",-74.189041,40.1013556
"1116",907611,2017-08-05,"South Carolina","Allendale","300 block of Ellis St",1,3,"300 block of Ellis St, Allendale, South Carolina",-81.2960586,33.0020886
"1117",906568,2017-08-05,"Florida","Tallahassee","1939 W Tennessee St",1,3,"1939 W Tennessee St, Tallahassee, Florida",-84.3161753,30.448443
"1118",906509,2017-08-04,"Montana","Lodge Grass","200 block of North Helen Street",3,2,"200 block of North Helen Street, Lodge Grass, Montana",-107.3650479,45.3116264
"1119",906126,2017-08-03,"District of Columbia","Washington","3426 18th St NE",1,3,"3426 18th St NE, Washington, District of Columbia",-76.9800126,38.9327371
"1120",904329,2017-08-02,"Maryland","Baltimore","900 block of N Broadway",0,4,"900 block of N Broadway, Baltimore, Maryland",-76.5947539,39.3005881
"1121",903853,2017-08-01,"Illinois","Chicago","800 block of N Monticello Ave",0,4,"800 block of N Monticello Ave, Chicago, Illinois",-87.7175234,41.8954421
"1122",904106,2017-08-01,"Washington","Toppenish","8000 Block of Lateral C Rd",0,6,"8000 Block of Lateral C Rd, Toppenish, Washington",-120.5230681,46.36072
"1123",904026,2017-08-01,"California","Fresno","Mariposa St and A St",0,7,"Mariposa St and A St, Fresno, California",-119.8011313,36.7278197
"1124",903090,2017-07-31,"Illinois","Decatur","Jasper St and Main St",0,4,"Jasper St and Main St, Decatur, Illinois",-88.9404161,39.84177
"1125",902187,2017-07-30,"Texas","El Paso","1810 George Dieter Dr",1,3,"1810 George Dieter Dr, El Paso, Texas",-106.3010844,31.7655228
"1126",901549,2017-07-30,"Virginia","Norfolk","1500 block of Azalea Garden Rd",1,5,"1500 block of Azalea Garden Rd, Norfolk, Virginia",-76.2344805,36.8671513
"1127",901083,2017-07-29,"New York","Buffalo","200 block of Carl St",1,4,"200 block of Carl St, Buffalo, New York",-78.828214,42.920097
"1128",901000,2017-07-29,"North Carolina","Salisbury","115 W Fisher St",2,3,"115 W Fisher St, Salisbury, North Carolina",-80.4716843,35.6668114
"1129",900963,2017-07-28,"Delaware","Wilmington","400 block of N Washington St",0,4,"400 block of N Washington St, Wilmington, Delaware",-75.5552679,39.742038
"1130",900387,2017-07-27,"Illinois","Chicago","2000 block of E 71st St",1,4,"2000 block of E 71st St, Chicago, Illinois",-87.5758689,41.7664443
"1131",898631,2017-07-26,"North Carolina","High Point","2111 E. Green Drive",1,6,"2111 E. Green Drive, High Point, North Carolina",-79.9808362,35.9532518
"1132",898448,2017-07-25,"Florida","Jacksonville","1040 Golfair Boulevard",1,3,"1040 Golfair Boulevard, Jacksonville, Florida",-81.6703442,30.3642394
"1133",896444,2017-07-23,"Illinois","Chicago","1500 block of East 82nd St",1,3,"1500 block of East 82nd St, Chicago, Illinois",-87.5881857,41.7459773
"1134",896889,2017-07-23,"Louisiana","Baton Rouge","10360 Ave H",0,4,"10360 Ave H, Baton Rouge, Louisiana",-91.1969557,30.5384819
"1135",896149,2017-07-22,"Ohio","Cincinnati","130 E Clifton Ave",0,5,"130 E Clifton Ave, Cincinnati, Ohio",-84.5142106,39.1159489
"1136",893690,2017-07-19,"Virginia","Richmond","2300 block of Bethel St",0,5,"2300 block of Bethel St, Richmond, Virginia",-77.4185708,37.5551184
"1137",894504,2017-07-19,"California","Los Angeles","Imperial Hwy and Broadway",1,3,"Imperial Hwy and Broadway, Los Angeles, California",-118.2784465,33.931006
"1138",893726,2017-07-18,"Wisconsin","Milwaukee","3000 block of N 39th St",0,4,"3000 block of N 39th St, Milwaukee, Wisconsin",-87.9620936,43.0733843
"1139",893712,2017-07-18,"New Jersey","Trenton","Hewitt St and Division St",1,3,"Hewitt St and Division St, Trenton, New Jersey",-74.743731,40.208135
"1140",893752,2017-07-18,"Arizona","El Mirage","NW Grand Ave and W Thunderbird Rd",0,4,"NW Grand Ave and W Thunderbird Rd, El Mirage, Arizona",-112.314245,33.6104601
"1141",891291,2017-07-15,"Pennsylvania","Philadelphia","21st and Fitzwater",1,3,"21st and Fitzwater, Philadelphia, Pennsylvania",-75.1773756,39.9432388
"1142",891092,2017-07-15,"Illinois","Chicago","12200 block of S Throop St",0,4,"12200 block of S Throop St, Chicago, Illinois",-87.6542017,41.6720056
"1143",886564,2017-07-09,"Virginia","Lawrenceville","500 block of Sturgeon Rd",0,7,"500 block of Sturgeon Rd, Lawrenceville, Virginia",-77.7706341,36.8120405
"1144",886002,2017-07-08,"Illinois","Alton","700 block of Oakwood Ave",0,4,"700 block of Oakwood Ave, Alton, Illinois",-90.1725446,38.9178269
"1145",886220,2017-07-08,"Ohio","Cincinnati","9917 Capstan Dr",1,8,"9917 Capstan Dr, Cincinnati, Ohio",-84.5966164,39.2540304
"1146",884764,2017-07-06,"Mississippi","Meridian","Eighth Ave",0,4,"Eighth Ave, Meridian, Mississippi",-88.6865333,32.3817211
