"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
2170049,"November 18, 2021",Nevada,"Las Vegas","Boulder Hwy and Nellis Blvd",1,0,N/A
2169993,"November 18, 2021","New Mexico",Albuquerque,"557 Tramway Blvd NE",1,0,N/A
2170352,"November 18, 2021","New York",Albany,"274 Delaware Ave",1,0,N/A
2170699,"November 18, 2021",Texas,Navasota,"711 Foster St",1,0,N/A
2170636,"November 18, 2021",Florida,Navarre,"4081 FL-87",1,0,N/A
2170634,"November 18, 2021",Illinois,Chicago,"2600 block of W Pershing Rd",1,0,N/A
2171340,"November 18, 2021",Mississippi,Natchez,"Old Courthouse Rd",1,0,N/A
2170517,"November 18, 2021",Mississippi,Jackson,"2100 Raymond Rd",1,0,N/A
2170625,"November 18, 2021",Washington,Bellingham,"2600 block of W Maplewood Ave",1,0,N/A
2170622,"November 18, 2021","South Carolina",Rembert,"3200 block of Horatio-Hagood Rd",1,0,N/A
2170609,"November 18, 2021","North Carolina",Swannanoa,"2175 US-70",1,0,N/A
2169669,"November 17, 2021",Virginia,Norfolk,"2727 Azalea Garden Rd",1,0,N/A
2169219,"November 17, 2021",Nevada,"Las Vegas","Tenaya Way and Cheyenne Ave",1,0,N/A
2169749,"November 17, 2021",Tennessee,Memphis,"1393 Lyceum Rd",1,0,N/A
2170540,"November 17, 2021",Virginia,Franklin,"300 block of Forest Pine Rd",1,1,N/A
2170069,"November 17, 2021",Pennsylvania,Erie,"600 block of E 13th St",1,0,N/A
2169719,"November 17, 2021",Illinois,"East Saint Louis","8300 block of State St",1,3,N/A
2171188,"November 17, 2021",Texas,Angleton,"320 Sands St",2,0,N/A
2169611,"November 17, 2021",Virginia,Hampton,"165 Kathann Dr",1,0,N/A
2169679,"November 17, 2021",Texas,Mesquite,"1839 N Galloway Ave",1,0,N/A
2170145,"November 17, 2021",California,"San Marcos","3800 block of La Rosa Dr",1,1,N/A
2170443,"November 17, 2021","New Mexico",Deming,"300 block of Arena St",1,0,N/A
2170416,"November 17, 2021",Illinois,Bradley,"226 W Broadway St",1,2,N/A
2169738,"November 17, 2021","New York","New York (Manhattan)","2375 1st Ave",1,0,N/A
2169564,"November 17, 2021",Tennessee,Memphis,"1581 E Brooks Rd",1,0,N/A
2169561,"November 17, 2021",California,Willowbrook,"13100 block of S Willowbrook Ave",1,0,N/A
2170053,"November 17, 2021",Georgia,Byron,"455 Jordan Rd",1,0,N/A
2170313,"November 17, 2021",Wisconsin,Milwaukee,"2400 block of W Brown St",1,0,N/A
2170075,"November 17, 2021",Delaware,Wilmington,"Tatnall St and W 29th St",1,0,N/A
2170018,"November 17, 2021",Pennsylvania,Altoona,"615 4th St",1,0,N/A
2169450,"November 17, 2021",Louisiana,"New Orleans","N Rocheblave St and Governor Nicholls St",2,0,N/A
2169349,"November 17, 2021",Michigan,Detroit,"16900 Carlisle St",1,0,N/A
2169835,"November 17, 2021",Minnesota,Minneapolis,"1300 block of S 7th St",1,0,N/A
2169399,"November 17, 2021",Georgia,Macon,"3000 block of Mercer University Dr",1,0,N/A
2169788,"November 17, 2021",Maryland,"Hyattsville (University Park)","4000 block of Underwood St",1,0,N/A
2170231,"November 17, 2021",Alabama,Birmingham,"4101 5th Ave S",1,0,N/A
2169155,"November 17, 2021",Wisconsin,Madison,"3500 block of Home Ave",1,0,N/A
2170045,"November 17, 2021",California,"Los Angeles","1300 block of W 95th St",1,1,N/A
2169882,"November 17, 2021","North Dakota",Fargo,"401 27th St N",2,0,N/A
2169316,"November 17, 2021",Missouri,"Poplar Bluff","251 MO-53",1,0,N/A
2170061,"November 17, 2021",Virginia,Danville,"100 block of Rocklawn Ave",1,1,N/A
2169241,"November 17, 2021",Alabama,Birmingham,"1400 Red Hollow Rd",1,0,N/A
2169285,"November 17, 2021",Tennessee,Memphis,"2370 Airways Blvd",1,0,N/A
2168921,"November 17, 2021",Illinois,Chicago,"1134 S Keeler Ave",1,0,N/A
2170153,"November 17, 2021","South Carolina","Lake City","Wallace St",1,1,N/A
2170128,"November 17, 2021",Florida,Orlando,"850 Courtland St",1,0,N/A
2170108,"November 17, 2021",California,Bakersfield,"3000 block of Latham St",1,0,N/A
2170037,"November 17, 2021",Mississippi,Waynesboro,"700 block of Wayne St",1,0,N/A
2170433,"November 17, 2021",Nevada,"Las Vegas","600 block of E Bonanza Rd",1,0,N/A
2169110,"November 17, 2021",Texas,Garland,"1100 block of Rosewood Hills Dr",1,0,N/A
2169930,"November 17, 2021",Arkansas,"Little Rock","10000 block of Republic Ln",1,0,N/A
2169709,"November 17, 2021","North Carolina",Kernersville,"702 W Mountain St",1,0,N/A
2169867,"November 17, 2021",Kansas,"Kansas City","1600 block of Walker Ave",1,1,N/A
2169700,"November 17, 2021","New Jersey",Trenton,"300 block of St Joes Ave",1,0,N/A
2169142,"November 17, 2021",Wisconsin,Milwaukee,"4159 N 16th St",1,0,N/A
2168879,"November 16, 2021",Oklahoma,Tulsa,"E 36th St N and Martin Luther King Jr Blvd",1,0,N/A
2170538,"November 16, 2021",California,"San Bernardino","1562 W 5th St",1,0,N/A
2169907,"November 16, 2021",Washington,"North Bend","750 E North Bend Way",1,0,N/A
2168564,"November 16, 2021",Kentucky,Louisville,"2400 block of Elliott Ave",1,0,N/A
2168213,"November 16, 2021",Pennsylvania,Philadelphia,"1700 block of Cecil B Moore Ave",1,0,N/A
2169507,"November 16, 2021",Pennsylvania,Harrisburg,"Evergreen St and Swatara St",1,0,N/A
2168442,"November 16, 2021",Tennessee,Memphis,"600 block of E Shelby Dr",1,0,N/A
2168688,"November 16, 2021","North Carolina",Raleigh,"4200 block of Green Rd",1,0,N/A
2168735,"November 16, 2021",Idaho,Caldwell,"19000 block of Alleghenny Way",1,0,N/A
2168661,"November 16, 2021",California,Anaheim,"1400 block of N State College Blvd",1,0,N/A
2168787,"November 16, 2021",California,"San Francisco","3rd St and La Salle Ave",1,0,N/A
2168600,"November 16, 2021",Arkansas,"North Little Rock","800 N Beech St",1,0,N/A
2169757,"November 16, 2021","North Carolina",Wilmington,"977 Bozeman Rd",1,1,N/A
2168587,"November 16, 2021",Indiana,Indianapolis,"6925 E 46th St",1,0,N/A
2169510,"November 16, 2021",Pennsylvania,Pittsburgh,"2300 block of E Hills Dr",1,0,N/A
2169555,"November 16, 2021",Tennessee,Memphis,"2116 Howell Ave",1,0,N/A
2169550,"November 16, 2021",Mississippi,Wiggins,"Hope Ave",1,0,N/A
2168857,"November 16, 2021",Tennessee,Memphis,"2184 Ridgeway St",1,0,N/A
2168749,"November 16, 2021",Pennsylvania,Philadelphia,"5812 Old York Rd",1,0,N/A
2169530,"November 16, 2021",Pennsylvania,Philadelphia,"2100 block of Taney Terr",1,0,N/A
2169521,"November 16, 2021",Pennsylvania,Philadelphia,"4900 block of Rosehill St",1,0,N/A
2168760,"November 16, 2021",Louisiana,Shreveport,"2929 Peach St",1,0,N/A
2168423,"November 16, 2021",Illinois,Chicago,"2700 block of W Lake St",1,0,N/A
2168386,"November 16, 2021",Ohio,Cleveland,"4200 block of E 114th St",1,1,N/A
2169371,"November 16, 2021",Louisiana,Alexandria,"4015 Lakeside Dr",1,0,N/A
2169312,"November 16, 2021",Georgia,Perry,"Coventry Cir",1,1,N/A
2168401,"November 16, 2021",Georgia,Macon,"378 Grier St",1,1,N/A
2169352,"November 16, 2021",Indiana,"East Chicago","3901 Pulaski St",2,0,N/A
2169342,"November 16, 2021",Illinois,"Chicago Heights (Sauk Village)","22500 block of Yates Ave",1,0,N/A
2168667,"November 16, 2021",Arkansas,"Little Rock","8200 block of Geyer Springs Rd",1,0,N/A
2168867,"November 16, 2021",Maryland,Baltimore,"100 block of W Patapsco Ave",1,0,N/A
2169332,"November 16, 2021",Georgia,Snellville,"2671 Centerville Hwy",1,0,N/A
2169329,"November 16, 2021",Arkansas,"Little Rock","10000 block of Republic Ln",1,0,N/A
2169620,"November 16, 2021",California,Sacramento,"Seavey Cir",2,0,N/A
2168357,"November 16, 2021",Florida,Kissimmee,"281 Gardner Ln",3,0,N/A
2168272,"November 16, 2021",Michigan,Detroit,"Glendale St and Bentler St",1,0,N/A
2169104,"November 16, 2021",Texas,Dallas,"4100 block of Metropolitan Ave",1,0,N/A
2169097,"November 16, 2021",Texas,Dallas,"7200 block of Forest Pkwy",1,0,N/A
2169049,"November 16, 2021",Florida,"Lake Worth","Brentwood Blvd",1,0,N/A
2169090,"November 16, 2021",Texas,Dallas,"8282 Park Ln",1,0,N/A
2168659,"November 16, 2021",Iowa,Waterloo,"Madison St",1,0,N/A
2168609,"November 16, 2021",Missouri,"Saint Louis","3900 block of Evans Ave",1,0,N/A
2168925,"November 16, 2021",Kansas,Wichita,"2800 block of W Maple St",1,0,N/A
2168245,"November 16, 2021","District of Columbia",Washington,"4300 block of Wheeler Rd SE",1,0,N/A
2168276,"November 16, 2021",Illinois,Chicago,"8304 S Stony Island Ave",1,1,N/A
2167938,"November 15, 2021",Colorado,Pueblo,"N Monument Ave and E 19th St",1,0,N/A
2167462,"November 15, 2021",Texas,"Haltom City","5220 Denton Hwy",2,0,N/A
2168789,"November 15, 2021",Washington,Kennewick,"1300 block of W 10th Ave",1,0,N/A
2168478,"November 15, 2021",Tennessee,Lexington,"443 Lakeshore Dr",2,0,N/A
2168063,"November 15, 2021",Texas,Houston,"9834 Meadowglen Ln",1,0,N/A
2168019,"November 15, 2021",Virginia,"Newport News","9000 block of Jefferson Ave",1,0,N/A
2167915,"November 15, 2021",Tennessee,Memphis,"Scott St and Mimosa Ave",1,0,N/A
2167735,"November 15, 2021","New Jersey",Paterson,"162 Redwood Ave",2,0,N/A
2167369,"November 15, 2021","South Carolina",Gaston,"216 Woodcote Dr",3,0,N/A
2168546,"November 15, 2021","South Carolina",Columbia,"2200 block of Kennedy St",1,1,N/A
2168069,"November 15, 2021","New York","Mastic Beach","729 Riviera Dr",1,0,N/A
2167513,"November 15, 2021",Illinois,Chicago,"250 W 83rd St",3,1,N/A
2167963,"November 15, 2021",Colorado,"Aurora (Centennial)","10700 block of Geddes Ave",2,0,N/A
2167492,"November 15, 2021",Wisconsin,Milwaukee,"2400 block of N 35th",1,1,N/A
2171030,"November 15, 2021",Michigan,Ypsilanti,"1700 block of Smith Ave",1,0,N/A
2168293,"November 15, 2021",Florida,"Orange Springs","24030 NE 140th Ave",2,0,N/A
2167159,"November 15, 2021",Florida,"Hollywood (Miramar)","8300 block of Pembroke Rd",1,2,N/A
2168103,"November 15, 2021",Massachusetts,Salem,"3 Technology Way",1,1,N/A
2168411,"November 15, 2021",Ohio,Findlay,"16700 Township Rd 205",1,0,N/A
2168256,"November 15, 2021","District of Columbia",Washington,"1900 block of 14th St SE",1,1,N/A
2168261,"November 15, 2021",Michigan,"Redford (Redford Twp)","15400 block of Lenore St",1,0,N/A
2168247,"November 15, 2021",Missouri,"Saint Louis","1400 block of Hickory Ln",1,0,N/A
2167907,"November 15, 2021",Louisiana,"Baton Rouge","6800 block of Harry Dr",1,0,N/A
2168221,"November 15, 2021",California,Richmond,"S 7th St and Maine Ave",1,0,N/A
2168806,"November 15, 2021",Texas,Refugio,"100 block of Mesquite St",1,0,N/A
2168379,"November 15, 2021",Florida,"Saint Petersburg","3110 47th Ave S",1,0,N/A
2167533,"November 15, 2021","District of Columbia",Washington,"45th St and Benning Rd",1,0,N/A
2167249,"November 15, 2021",Louisiana,Hahnville,"300 block of Smith St",1,0,N/A
2170776,"November 15, 2021",Indiana,Gary,"1400 block of W 5th Ave",1,0,N/A
2167454,"November 15, 2021",Texas,"Fort Worth","8500 block of Ranch Hand Trl",1,0,N/A
2167479,"November 15, 2021",Texas,Houston,"4020 Reid St",1,0,N/A
2167211,"November 15, 2021",California,Lynwood,"11600 block of Atlantic Ave",1,0,N/A
2167367,"November 15, 2021",California,Wasco,"2100 block of 2nd St",1,0,N/A
2168133,"November 15, 2021",Louisiana,"Baton Rouge","6400 block of Burbank Dr",1,0,N/A
2168098,"November 15, 2021",Alabama,Jasper,"Benny Short Rd",1,0,N/A
2171352,"November 15, 2021",Louisiana,"Pine Grove","Hughes Ln",1,0,N/A
2167501,"November 15, 2021",Texas,Killeen,"600 W Hallmark Ave",1,0,N/A
2168456,"November 15, 2021",Tennessee,Nashville,N/A,1,0,N/A
2167927,"November 14, 2021",Louisiana,Shreveport,"E 63rd St",1,0,N/A
2166850,"November 14, 2021",Texas,Amarillo,"1306 NE 3rd Ave",1,1,N/A
2166848,"November 14, 2021",Pennsylvania,Philadelphia,"3200 block of Defense Terr",1,0,N/A
2167793,"November 14, 2021","New York","New York (Manhattan)","E 109th St and Madison Ave",1,0,N/A
2166442,"November 14, 2021",Illinois,Chicago,"5900 block of W North Ave",1,1,N/A
2166876,"November 14, 2021",Virginia,Norfolk,"1300 block of Strand St",1,1,N/A
2166650,"November 14, 2021","North Carolina",Fayetteville,"6013 Pink Dr",1,0,N/A
2166814,"November 14, 2021",Oklahoma,"Oklahoma City","1200 block of NE 59th St",1,0,N/A
2166648,"November 14, 2021","North Carolina",Durham,"2300 block of Lednum St",1,0,N/A
2167322,"November 14, 2021",Colorado,Aurora,"13000 block of E 33rd Pl",1,0,N/A
2166573,"November 14, 2021",Nevada,"Las Vegas","4300 block of S Grand Canyon Dr",1,0,N/A
2167755,"November 14, 2021","North Carolina",Havelock,"Kyle Dr",1,0,N/A
2166920,"November 14, 2021",Alabama,Opelika,"6656 US Highway 29 N",2,0,N/A
2166768,"November 14, 2021",Missouri,Columbia,"19 N 5th St",1,5,N/A
2167728,"November 14, 2021",Virginia,Richmond,"800 block of Cheatwood Ave",1,0,N/A
2167177,"November 14, 2021",Arizona,Phoenix,"84th Ave and Indian School Rd",1,0,N/A
2167699,"November 14, 2021",Michigan,Pontiac,"66 Ridgemont Dr",1,0,N/A
2167624,"November 14, 2021",Louisiana,"Bossier City","2840 Airline Dr",1,0,N/A
2167361,"November 14, 2021",Texas,Orange,"1300 block of W John Ave",1,0,N/A
2167012,"November 14, 2021",Iowa,"West Burlington","631 Swan St",1,0,N/A
2167579,"November 14, 2021",California,"Pico Rivera","9500 block of Dork St",1,0,N/A
2166742,"November 14, 2021","District of Columbia",Washington,"2200 Block of Alabama Ave SE",1,1,N/A
2167392,"November 14, 2021",Texas,Mckinney,"4600 block of Kingsway Ln",1,0,N/A
2167489,"November 14, 2021",Texas,Houston,"1000 Elgin St",1,1,N/A
2167472,"November 14, 2021",Ohio,Toledo,"5987 Thunder Hollow Dr",1,0,N/A
2166750,"November 14, 2021",Arizona,Tucson,"1655 W Ajo Way",4,1,N/A
2166953,"November 14, 2021",Oregon,Chiloquin,"990 Bronco Lane",2,2,N/A
2168655,"November 14, 2021",Nevada,"Reno (Cold Springs)","18000 block of Cedar View Dr",2,0,N/A
2166512,"November 14, 2021","North Carolina",Pembroke,"Lumbee St",1,0,N/A
2166500,"November 14, 2021",California,"Los Angeles","E 92nd St and S Central Ave",1,0,N/A
2169168,"November 14, 2021",Texas,"Fort Worth (Forest Hill)","7200 block of Stonewall Rd",1,0,N/A
2166997,"November 14, 2021",Texas,Dallas,"2121 52nd St",1,0,N/A
2166537,"November 14, 2021",California,Compton,"N Bullis Rd and East Pine St",2,0,N/A
2167226,"November 14, 2021",California,"Los Angeles","W Florence Ave and S Hobart Blvd",1,0,N/A
2170008,"November 14, 2021",Texas,Houston,"11555 Fuqua St",1,0,N/A
2167233,"November 14, 2021",Michigan,Inkster,"200 block of S Henry Ruff Rd",1,0,N/A
2167213,"November 14, 2021",Michigan,"Lincoln Park","1500 block of University Ave",1,0,N/A
2166588,"November 14, 2021",California,Bakersfield,"500 block of El Tejon Ave",1,0,N/A
2166449,"November 14, 2021",Florida,Miami,"NW 51st St and N Miami Ave",1,1,N/A
2167139,"November 14, 2021",Florida,Jacksonville,"Erline Dr and Lionell St",1,0,N/A
2166456,"November 14, 2021",Florida,Miami,"3400 Block of NW 2nd Ave",1,0,N/A
2167037,"November 14, 2021",Texas,Houston,"11500 block of Fuqua St",1,0,N/A
2167028,"November 14, 2021",Iowa,"Des Moines","E 14th St and Fremont St",1,1,N/A
2166988,"November 14, 2021",Louisiana,Shreveport,"6200 block of Southern Ave",1,0,N/A
2167536,"November 14, 2021",Delaware,Wilmington,"600 block of Van Buren St",1,0,N/A
2166859,"November 14, 2021",Virginia,Roanoke,"3100 block of Williamson Rd NE",1,0,N/A
2166842,"November 14, 2021",Pennsylvania,Philadelphia,"2100 block of S Broad St",1,0,N/A
2167826,"November 14, 2021",Kentucky,Radcliff,"210 Jeffrey Dr",1,0,N/A
2166785,"November 14, 2021",Missouri,"Saint Louis","N Broadway and Jackson St",1,0,N/A
2166595,"November 14, 2021",Wisconsin,"Green Bay","610 E Walnut St",1,0,N/A
2166817,"November 14, 2021",Alabama,Troy,"803 US-231 S",1,5,N/A
2167951,"November 14, 2021",Colorado,"Canon City","Locust St and Poplar Ave",1,0,N/A
2166333,"November 13, 2021",Georgia,Athens,"100 block of Nicole Cir",1,0,N/A
2166070,"November 13, 2021",Louisiana,Metairie,"1600 block of S Arnoult Rd",1,0,N/A
2165741,"November 13, 2021",Louisiana,Metairie,"8100 Versailles St",1,0,N/A
2165773,"November 13, 2021",Pennsylvania,Lebanon,"N 7th St and Willow St",1,0,N/A
2168770,"November 13, 2021",Illinois,Riverside,"63 Forest Ave",2,0,N/A
2165935,"November 13, 2021",Virginia,"Big Stone Gap","2500 block of Orr St",1,0,N/A
2165863,"November 13, 2021","New York",Buffalo,"50 block of Wadsworth St",1,1,N/A
2166262,"November 13, 2021",California,"Chula Vista","656 E St",1,1,N/A
2167422,"November 13, 2021",Nebraska,Virginia,"717 Rd and 607 Ave",1,0,N/A
2166240,"November 13, 2021",Tennessee,Memphis,"4200 block of Fredericks Ave",1,0,N/A
2166364,"November 13, 2021","New York",Rochester,"1 Athens St",1,0,N/A
2166130,"November 13, 2021","West Virginia",Huntington,"800 block of Washington Ave",1,0,N/A
2166783,"November 13, 2021",Illinois,Roodhouse,"1100 block of NE 450 Ave",1,0,N/A
2165839,"November 13, 2021","New York",Rochester,"100 block of Pioneer St",1,1,N/A
2166604,"November 13, 2021",California,Fresno,"4498 N Cornelia Ave",1,0,N/A
2166213,"November 13, 2021",Alabama,Brownsville,N/A,1,0,N/A
2166489,"November 13, 2021",California,Antioch,"5200 block of Travesio Way",1,0,N/A
2166028,"November 13, 2021",Arkansas,"North Little Rock","115 W Pershing Blvd",1,0,N/A
2166506,"November 13, 2021","South Carolina","North Charleston","7927 St Ives Rd",1,0,N/A
2166803,"November 13, 2021",Tennessee,Jackson,"620 Skyline Dr",1,0,N/A
2166076,"November 13, 2021",California,Moorpark,"11175 Broadview Dr",2,0,N/A
2166128,"November 13, 2021",Maryland,"Upper Marlboro","13500 block of Fenway Ln",1,0,N/A
2165857,"November 13, 2021","New York",Rochester,"380 W Ridge Rd",1,0,N/A
2165988,"November 13, 2021",Maryland,Baltimore,"3700 block of W Belvedere Ave",1,0,N/A
2165958,"November 13, 2021",Illinois,Chicago,"700 block of N Ridgeway Ave",1,0,N/A
2167564,"November 13, 2021","South Carolina",Walterboro,"Green Pond Hwy and Runner Ln",1,0,N/A
2168429,"November 13, 2021",Wisconsin,"Milwaukee (Greenfield)","10600 W Layton Ave",1,0,N/A
2166016,"November 13, 2021",Alabama,"Mobile (Prichard)","3300 block of St Stephens Rd",1,0,N/A
2166664,"November 13, 2021",Ohio,Sidney,"2461 Apache Dr",1,0,N/A
2169421,"November 13, 2021",Louisiana,"Lake Charles","Julia St",1,0,N/A
2166642,"November 13, 2021","North Carolina",Fayetteville,"3300 block of Galleria Dr",1,1,N/A
2166468,"November 13, 2021",Georgia,"South Fulton","Buckhurst Trail and Cedar Hurst Trail",1,0,N/A
2165932,"November 13, 2021","South Carolina",Greenville,"322 Nichol St",1,1,N/A
2165836,"November 13, 2021",Florida,"Hollywood (Miramar)","2700 Block of Canal Rd",1,0,N/A
2167002,"November 13, 2021",Texas,Dallas,"I-30 and I-45",1,0,N/A
2166030,"November 13, 2021",Maryland,Baltimore,"2200 block of Christian St",1,0,N/A
2166981,"November 13, 2021",Texas,"Corpus Christi","6000 block of Holly Rd",1,2,N/A
2165954,"November 13, 2021","New Jersey","Jersey City","Martin Luther King Dr and Grant Ave",1,0,N/A
2166182,"November 13, 2021",Texas,Dallas,"6375 E NW Hwy",1,1,N/A
2166136,"November 13, 2021","District of Columbia",Washington,"15th St NE and F St NE",1,0,N/A
2166496,"November 13, 2021",Indiana,Gary,"645 Rhode Island Ct",1,1,N/A
2166717,"November 13, 2021",Maryland,Baltimore,"5000 block of E Oliver St",3,1,N/A
2165784,"November 13, 2021","New Mexico",Albuquerque,"Dallas St NE and Copper Ave NE",1,0,N/A
2166421,"November 13, 2021",Pennsylvania,Pittsburgh,"100 block of E Commons",1,0,N/A
2166480,"November 13, 2021",Pennsylvania,"New Kensington","3500 7th Street Rd",1,0,N/A
2166540,"November 13, 2021",Texas,Houston,"444 W Little York Rd",1,1,N/A
2166447,"November 13, 2021",Florida,"Coconut Creek","NW 44th Ave and Coconut Creek Pkwy",1,0,N/A
2166645,"November 13, 2021","New York",Bronx,"1460 Macombs Rd",1,1,N/A
2166081,"November 13, 2021",Arizona,Chandler,"S Gilbert Rd and E Germann Rd",1,0,N/A
2166454,"November 13, 2021",Illinois,Chicago,"5000 block of W Washington Blvd",1,0,N/A
2165771,"November 13, 2021",Arizona,Buckeye,"900 S Watson Rd",1,0,N/A
