"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
477545,"December 31, 2015","North Carolina","Elizabeth City","1200 block of Sawyer Rd",1,0,N/A
475994,"December 31, 2015",Florida,Orlando,"4501 Landing Drive",1,0,N/A
477563,"December 30, 2015","North Carolina",Wilmington,"334 Westchester Road",1,0,N/A
476283,"December 30, 2015",Texas,Houston,"1000 block of Marjorie",1,0,N/A
476272,"December 30, 2015",Maryland,Baltimore,"500 block of McElderry St.",1,0,N/A
478826,"December 30, 2015",Texas,Humble,"3500 block of Shannon Ln",1,0,N/A
476008,"December 30, 2015",Florida,Tampa,"1700 block of University Woods Place",1,0,N/A
475691,"December 30, 2015",Louisiana,"New Orleans","1700 block of Elysian Fields Avenue",1,1,N/A
477963,"December 30, 2015",Alabama,Jacksonville,"Wildwood Lane",2,0,N/A
475980,"December 30, 2015",Pennsylvania,Harrisburg,"14  South 17th street",1,0,N/A
475638,"December 30, 2015",California,Rosemead,"3500 block of Strang Avenue",1,0,N/A
480916,"December 30, 2015",Texas,Houston,"5959 FM 1960",1,0,N/A
476497,"December 30, 2015",California,"North Hills","Van Nuys Blvd and Plummer St",1,0,N/A
475545,"December 30, 2015",Virginia,"Newport News","30th Street and Madison Avenue",1,0,N/A
475552,"December 30, 2015",Arizona,Phoenix,"South 17th Avenue",1,0,N/A
1437440,"December 30, 2015",California,Middletown,"Butts Canyon Rd",1,1,N/A
482517,"December 30, 2015",Wyoming,Rawlins,"1115 N. Higley Boulevard",1,0,N/A
478605,"December 30, 2015",Louisiana,"Baton Rouge","1634 Fairchild Street",1,0,N/A
477274,"December 30, 2015",Pennsylvania,Johnstown,"1201 SOLOMON ST",1,0,N/A
475498,"December 30, 2015",California,Fresno,"Weber and Thorne Avenues",1,0,N/A
476480,"December 30, 2015",California,Richmond,"200 block of South Seventh Street",1,0,N/A
477175,"December 30, 2015","North Carolina","Gastonia (Ranlo)","1316 Spencer Mountain Rd",1,0,N/A
475827,"December 30, 2015",Georgia,Lithonia,"4500 block of Idlewood Park",1,0,N/A
478140,"December 30, 2015",Texas,"El Paso","221 Porfirio Diaz Street",1,0,N/A
476018,"December 30, 2015",Pennsylvania,Mckeesport,"1600 block of Jenny Lind Street",1,0,N/A
475645,"December 30, 2015",Pennsylvania,Philadelphia,"5900 block of Manning St",1,0,N/A
475643,"December 30, 2015",Pennsylvania,Philadelphia,"50 block of N Redfield St",1,0,N/A
475588,"December 30, 2015",Pennsylvania,Philadelphia,"1200 block of N Redfield St",1,0,N/A
477843,"December 30, 2015","South Carolina",Sumter,"Miller Road",1,0,N/A
476626,"December 30, 2015",Maryland,"Annapolis Junction","Market St and Baltimore St",2,0,N/A
475932,"December 30, 2015",Texas,Houston,"5900 block of FM 1960",1,0,N/A
475942,"December 30, 2015",California,Stockton,"200 block of West Ben Holt Drive",1,0,N/A
475915,"December 30, 2015",Texas,"Del Rio","300 block of Quail Creek Drive",1,0,N/A
476253,"December 29, 2015",Texas,Houston,"10100 block of Club Creek",1,0,N/A
477991,"December 29, 2015",Missouri,"Kansas City","40th Street and Agnes Avenue",1,0,N/A
476237,"December 29, 2015",Texas,Houston,"500 block of Gammon",1,0,N/A
476240,"December 29, 2015",Tennessee,Columbia,"Wentzel Lane",1,0,N/A
476232,"December 29, 2015",Maryland,Suitland,"2300 block of Brooks Drive",1,0,N/A
475579,"December 29, 2015",Pennsylvania,Clairton,"400 block of Maple Alley",1,0,N/A
476104,"December 29, 2015",Alabama,Birmingham,"200 block of 22nd Avenue West",1,0,N/A
474530,"December 29, 2015",Massachusetts,Boston,"23 Wilmore Street",1,1,N/A
475500,"December 29, 2015",California,Orange,"2000 block of East Palmya Avenue",1,0,N/A
475474,"December 29, 2015",California,Rosemead,"3500 block of Strang Avenue",1,0,N/A
475062,"December 29, 2015",Florida,"Boca Raton","135 NW 20th St.",1,0,N/A
477849,"December 29, 2015",Missouri,Sikeston,"806 Apache Drive",1,0,N/A
475598,"December 29, 2015",Pennsylvania,Philadelphia,"3400 block of N 8th St",1,0,N/A
474663,"December 29, 2015",California,Gustine,"29000 block of Del Sol Ct",1,0,N/A
475346,"December 29, 2015",Illinois,Chicago,"9000 block of South Greenwood Avenue",1,0,N/A
475125,"December 29, 2015",Nevada,"Las Vegas","601 South Rainbow Blvd",1,0,N/A
474599,"December 29, 2015",Illinois,"Melrose Park","1100 block of 24th Ave",1,1,N/A
476400,"December 29, 2015",Mississippi,Hattiesburg,"Spencer Street",1,0,N/A
475254,"December 29, 2015",Maryland,Baltimore,"4500 block of Garrison Boulevard",1,0,N/A
477074,"December 29, 2015",Arkansas,"Pine Bluff","10th Ave. and Palm St.",1,0,N/A
477726,"December 29, 2015","South Carolina","North Charleston","Carver and Ottawa Avenues",1,0,N/A
478538,"December 29, 2015",Nevada,Reno,"Fife Drive and Reed Street",1,0,N/A
475334,"December 29, 2015","South Carolina",Easley,"112 Planters Way",1,0,N/A
476245,"December 29, 2015",Texas,Houston,"3427 Jorns",1,0,N/A
475214,"December 29, 2015",Florida,"Saint Cloud","10th Street",1,0,N/A
475539,"December 29, 2015",Tennessee,Memphis,"6000 block of Water Stone Oakway",1,0,N/A
474361,"December 28, 2015",Louisiana,"New Orleans","7001 Martin Drive",2,0,N/A
486899,"December 28, 2015",Utah,Orem,"1757 Village Lane",2,0,N/A
474937,"December 28, 2015",Pennsylvania,"Reading (Mt Penn)","1960 Perkiomen Ave",2,0,N/A
477983,"December 28, 2015",Michigan,Inkster,"26000 block of Yale Street",1,0,N/A
474113,"December 28, 2015",Maryland,Baltimore,"1900 block of Baker St.",1,0,N/A
474945,"December 28, 2015",Tennessee,Henderson,"Flanagan Acres",1,0,N/A
484240,"December 28, 2015",Alabama,Slocomb,"500 block of Hartzog Rd",1,0,N/A
474947,"December 28, 2015",Virginia,Suffolk,"300 block of Causey Avenue",1,0,N/A
474956,"December 28, 2015",Virginia,Williamsburg,"1100 block of Wilkins Drive",1,0,N/A
479251,"December 28, 2015",Michigan,Inkster,"26000 block of Yale Street",1,0,N/A
474032,"December 28, 2015",California,"Citrus Heights","7900 block of Kingswood Drive",1,1,N/A
474012,"December 28, 2015",California,Fresno,"1000 block of Rogers Lane",1,0,N/A
474379,"December 28, 2015",Pennsylvania,Chester,"1400 block of Swarts Street",1,1,N/A
474319,"December 28, 2015",Ohio,"Dayton (Trotwood)","3200 block of Atlas Road",1,0,N/A
476130,"December 28, 2015",Ohio,Columbus,"40 block of Rodgers Avenue",1,0,N/A
474871,"December 28, 2015",Pennsylvania,Chester,"1400 block of Culhane Street",1,0,N/A
478236,"December 28, 2015","New York",Brooklyn,"2364 Batchelder Street",2,0,N/A
474862,"December 28, 2015",Wisconsin,Milwaukee,"West Atkinson and North 8th",1,0,N/A
473905,"December 28, 2015",Tennessee,Memphis,"3600 block of Philsdale",1,0,N/A
473823,"December 28, 2015",Arizona,"Red Rock","34000 block of S. Spirit Lane",1,0,N/A
474206,"December 28, 2015",Ohio,Cleveland,"Euclid and Wymore Avenues",1,0,N/A
475138,"December 28, 2015",Nevada,Henderson,"2400 block of Foxmoore Court",1,0,N/A
474326,"December 28, 2015",Pennsylvania,Philadelphia,"2600 block of N 7th St",1,0,N/A
477831,"December 28, 2015",Georgia,Ellijay,"Brook Hollow Circle",1,0,N/A
473887,"December 28, 2015",Florida,"Fort Lauderdale (Lauderhill)","2900 block of NW 55th Ave",1,0,N/A
474445,"December 28, 2015","New Jersey",Newark,"200 block of South 11th Street",1,0,N/A
474559,"December 28, 2015","District of Columbia",Washington,"3314 10th Pl SE",1,0,N/A
474071,"December 28, 2015","District of Columbia",Washington,"2329 Hartford St SE",1,0,N/A
474115,"December 28, 2015",Maryland,Baltimore,"1000 block of Greenmount Avenue",1,0,N/A
474960,"December 28, 2015",Alaska,Bethel,N/A,1,0,N/A
475151,"December 28, 2015",Pennsylvania,Reading,"1100 block of Greenwich Street",1,0,N/A
473519,"December 28, 2015",Texas,"College Station","1500 block of Holleman Drive",1,0,N/A
477012,"December 28, 2015",Missouri,"Kansas City","10th Street and Monroe Avenue",1,1,N/A
474583,"December 28, 2015","New Jersey",Paterson,"77 North Seventh Street",1,1,N/A
476981,"December 27, 2015","North Carolina",Albemarle,N/A,1,0,N/A
472705,"December 27, 2015",Illinois,Chicago,"W 59th St and S Wentworth Ave",2,0,N/A
474123,"December 27, 2015","South Carolina",Greenville,"Perry Road",1,0,N/A
476774,"December 27, 2015",Illinois,"East Saint Louis","2500 block of Natalie Avenue",1,0,N/A
473340,"December 27, 2015","New Mexico",Albuquerque,"4300 Camino Bello SW",1,2,N/A
474015,"December 27, 2015","West Virginia",Charleston,"7th Avenue and Rachel Street",1,0,N/A
473804,"December 27, 2015",Minnesota,Duluth,"300 block of West Faribault Street",1,0,N/A
545306,"December 27, 2015",Louisiana,Lafayette,"Congress Street",2,0,N/A
474185,"December 27, 2015",Iowa,"Des Moines","5200 block of S Union St",1,1,N/A
472742,"December 27, 2015",Louisiana,Franklin,"18895 Dumesnil Rd",1,2,N/A
473367,"December 27, 2015",California,"Los Angeles","2000 block of Sycamore Avenue",1,0,N/A
474005,"December 27, 2015",California,Richmond,"South 26th Street and Cutting Boulevard",1,0,N/A
473293,"December 27, 2015",Virginia,Portsmouth,"3904 Victory Boulevard",1,0,N/A
1622124,"December 27, 2015",Tennessee,"Duck River","TN-230 and TN-50",1,0,N/A
476107,"December 27, 2015",Alabama,Birmingham,"100 block of Second Avenue S.W.",1,0,N/A
476100,"December 27, 2015",Alabama,Birmingham,"913 Stoneridge Road",1,2,N/A
476097,"December 27, 2015",Alabama,Mobile,"1900 block of Cut Off Road",2,0,N/A
474883,"December 27, 2015",Pennsylvania,Clairton,"Washington Avenue",1,0,N/A
478407,"December 27, 2015",Georgia,Norcross,"4782 Jimmy Carter Boulevard",1,0,N/A
473898,"December 27, 2015",Tennessee,Nashville,"2400 Buena Vista Pike",1,0,N/A
473836,"December 27, 2015",Florida,Deland,"South Florida Avenue",1,0,N/A
472796,"December 27, 2015",Indiana,"East Chicago","150th and Melville",1,1,N/A
474732,"December 27, 2015","North Carolina",Washington,"7th and Gladden streets",1,0,N/A
474728,"December 27, 2015","North Carolina","Oak City","Highway 11",1,2,N/A
473322,"December 27, 2015",Florida,Miami,"15120 Jackson St",1,0,N/A
473996,"December 27, 2015",California,Bakersfield,"6300 block of Ming Avenue",2,1,N/A
474618,"December 27, 2015",Arizona,Tempe,"Baseline and Hardy",1,0,N/A
472694,"December 27, 2015",Ohio,Lewistown,"6000 block of Co Rd 21",1,0,N/A
473198,"December 27, 2015",Michigan,Detroit,"1600 block of Steel Street",1,1,N/A
473424,"December 27, 2015","South Carolina",Eastover,"Megan Court",1,0,N/A
474188,"December 27, 2015","North Carolina",Albemarle,"24000 block of NC-73",1,0,N/A
475305,"December 27, 2015","North Carolina","Rocky Mount","1221 E. Virginia St.",1,0,N/A
474083,"December 27, 2015",Delaware,Wilmington,"East 23rd and Lamotte Streets",1,1,N/A
472628,"December 27, 2015",Vermont,Burlington,"187 Church St",1,0,N/A
472670,"December 27, 2015","New Jersey",Newark,"Whittier Place",1,0,N/A
473602,"December 27, 2015",Mississippi,Lucedale,"MS-26 and Henry Cochran Rd",1,0,N/A
473628,"December 27, 2015",Mississippi,Lexington,N/A,1,0,N/A
473583,"December 27, 2015",Ohio,Akron,"E State St",1,0,N/A
472614,"December 27, 2015","New Jersey",Paterson,"1st Avenue",2,0,N/A
473374,"December 27, 2015",Maryland,Baltimore,"2300 block of Orleans St.",1,0,N/A
475168,"December 27, 2015",Nebraska,Culbertson,"808 Wyoming Street",1,0,N/A
473050,"December 27, 2015",Washington,Seattle,"12603 Renton Ave S",1,0,N/A
473564,"December 27, 2015",Pennsylvania,Mckeesport,"300 block of Whigham Street",1,0,N/A
474308,"December 27, 2015",Illinois,Dolton,"14400 block of Ellis Avenue",1,0,N/A
473861,"December 27, 2015",Florida,Apopka,"500 block of East Mason Drive",1,0,N/A
472962,"December 27, 2015",Pennsylvania,Dallas,"Main and Franklin streets",1,0,N/A
473033,"December 26, 2015",Washington,Spokane,"400 block of West Central Avenue",1,0,N/A
473273,"December 26, 2015",Oregon,Yoncalla,"299 Cox Road",1,1,N/A
472456,"December 26, 2015",Louisiana,"New Orleans","2000 block of Tuskegee Drive",1,0,N/A
473166,"December 26, 2015",Idaho,Lewiston,"812 6th Ave.",1,0,N/A
473036,"December 26, 2015",Louisiana,"New Orleans","2600 block of Ursulines Avenue",1,0,N/A
482215,"December 26, 2015","South Carolina",Elgin,"Archer Avenue",2,0,N/A
471959,"December 26, 2015",Illinois,Chicago,"4700 block of West Erie",2,0,N/A
474106,"December 26, 2015",Tennessee,Nashville,"1400 block of Levy Lane",1,0,N/A
472344,"December 26, 2015",Pennsylvania,Philadelphia,"800 block of N 41st St",1,0,N/A
472205,"December 26, 2015",Arizona,Phoenix,"39th Avenue and Cactus",1,0,N/A
473988,"December 26, 2015",Virginia,Onley,"Maple Street",2,0,N/A
472196,"December 26, 2015",Georgia,Atlanta,"400 block of Holderness Street",1,0,N/A
473920,"December 26, 2015","New York",Katonah,"11 Oak Road",1,0,N/A
473895,"December 26, 2015",Florida,"Saint Petersburg","Third Avenue South",1,1,N/A
471982,"December 26, 2015",Florida,"Boynton Beach","1200 block of Northwest Fourth Street",1,0,N/A
473451,"December 26, 2015",Texas,Beaumont,"6035 S Martin Luther King Jr Pkwy",1,0,N/A
473247,"December 26, 2015",Idaho,Homedale,"316 W Montana Ave",1,0,N/A
473382,"December 26, 2015",Michigan,Gowen,"Lincoln Lake Ave NE and 18 Mile Rd NE",1,1,N/A
474737,"December 26, 2015","North Carolina",Kinston,"900 block of East Shine Street",1,0,N/A
473695,"December 26, 2015",Michigan,"Harper Woods","18000 Vernier Rd",1,0,N/A
473134,"December 26, 2015",Michigan,Flint,"1174 Robert T Longway Blvd",1,0,N/A
472253,"December 26, 2015",Virginia,Hopewell,"500 block of Terminal St",1,1,N/A
472712,"December 26, 2015",Illinois,Chicago,"600 block of South Tripp Avenue",1,0,N/A
474194,"December 26, 2015","North Carolina",Stokesdale,"2301 US-220",1,0,N/A
472696,"December 26, 2015",Illinois,Chicago,"2800 block of West 21st Place",1,0,N/A
478102,"December 26, 2015",Arkansas,"Clark (county)",N/A,1,0,N/A
479925,"December 26, 2015",Texas,Burnet,"157 Harold Dr",1,0,N/A
472201,"December 26, 2015",Georgia,Decatur,"4900 block of Treecrest Parkway",1,0,N/A
475295,"December 26, 2015","North Carolina",Durham,"900 block of Carroll Street",1,0,N/A
474048,"December 26, 2015",Oregon,Stayton,"11500 block of Kingdom Ln SE",1,0,N/A
472534,"December 26, 2015","New York",Jamaica,"Guy Brewer Blvd and 108th St",1,0,N/A
471999,"December 26, 2015","New Jersey","East Orange","Essex Street",1,0,N/A
473562,"December 26, 2015",Louisiana,Marrero,"2000 block of Tuskegee Drive",1,0,N/A
471976,"December 26, 2015",Florida,"Fort Pierce","2706 Dunbar Street",1,0,N/A
472403,"December 26, 2015",Texas,Longview,"1200 block of South High Street",1,1,N/A
472699,"December 26, 2015",Michigan,Gowen,"Riverview Dr",1,1,N/A
473396,"December 26, 2015",Texas,"Fort Worth","1912 Mitchell Boulevard",2,0,N/A
473815,"December 26, 2015",Arizona,Phoenix,"1515 W. Missouri Avenue",1,0,N/A
497830,"December 26, 2015",California,"Santa Maria","East Jewel Street and Via Rubio",2,0,N/A
473356,"December 26, 2015",Pennsylvania,Reading,"100 block of South Sixth Street",1,0,N/A
472643,"December 26, 2015",Maryland,Baltimore,"800 block of West Lexington Street",1,0,N/A
474270,"December 26, 2015",Texas,Houston,"8014 Grandview",1,0,N/A
472468,"December 25, 2015",Louisiana,"New Orleans","300 block of North Broad Street",1,0,N/A
471970,"December 25, 2015",California,"Palo Alto","600 block of Forest Ave",1,0,N/A
471952,"December 25, 2015",Ohio,"Columbus (Whitehall)","31 S. Hamilton Rd",1,1,N/A
693938,"December 25, 2015","South Carolina",Woodruff,"307 Wofford Rd",2,0,N/A
472621,"December 25, 2015",Maine,Augusta,"Sanford Rd",2,0,N/A
472427,"December 25, 2015","North Carolina","Chapel Hill","700 block of Trinity Court",1,0,N/A
472934,"December 25, 2015",Arizona,Mesa,"South Gilbert Road and US 60",1,0,N/A
472894,"December 25, 2015",California,Hesperia,"Main Street",1,0,N/A
472165,"December 25, 2015",Virginia,Norfolk,"2300 block of Fairbanks Avenue",1,1,N/A
472560,"December 25, 2015",Georgia,"Warner Robins","115 Oakridge Drive",1,0,N/A
472273,"December 25, 2015",Ohio,Toledo,"854 Rogers St",1,0,N/A
471881,"December 25, 2015",Florida,Orlando,"5901 Altec Drive",1,0,N/A
471840,"December 25, 2015",Illinois,Chicago,"700 block of W 71st St",1,0,N/A
471790,"December 25, 2015",Alabama,Birmingham,"5000 block of Martin Luther King, Jr. Avenue",1,0,N/A
471810,"December 25, 2015",California,Winnetka,"20000 block of Cantara Street",1,1,N/A
472186,"December 25, 2015",Ohio,Columbus,"100 block of E. Innis Ave",1,0,N/A
472183,"December 25, 2015",Ohio,Columbus,"Courtside Road",2,0,N/A
472398,"December 25, 2015",Texas,"Dickinson (San Leon)","Avenue K",1,0,N/A
727320,"December 25, 2015",Illinois,Centralia,"812 N Elm St",1,0,N/A
472441,"December 25, 2015",Louisiana,"New Orleans","Broad Street and Bienville",1,0,N/A
485554,"December 25, 2015",Texas,"San Antonio","2000 block of Goliad Road",1,0,N/A
472414,"December 25, 2015",Texas,Dallas,"3760 S Buckner Blvd",1,2,N/A
471830,"December 25, 2015",Illinois,Chicago,"47th Street and South Loomis",1,1,N/A
471974,"December 25, 2015",Illinois,Chicago,"5500 block of West Monroe",1,0,N/A
472638,"December 25, 2015",Alabama,"Mobile (Prichard)","St. Stephen’s Road",1,0,N/A
471962,"December 25, 2015","New Jersey",Edgewater,"100 Tower Drive",3,0,N/A
472375,"December 25, 2015",Texas,"Fort Worth","800 block of Donna Street",1,0,N/A
473389,"December 25, 2015",Texas,"San Antonio","2000 block of Goliad Road",1,0,N/A
475212,"December 25, 2015","North Carolina",Durham,"500 block of E. Trinity Avenue",1,0,N/A
474376,"December 25, 2015","North Carolina",Reidsville,"100 block of Pineview Road",1,0,N/A
471819,"December 25, 2015",Colorado,"Colorado Springs (Security)","Fairfax St and Niagara St",1,0,N/A
472234,"December 25, 2015",Pennsylvania,Myerstown,"15 E Stoever Ave",1,0,N/A
472277,"December 25, 2015",Georgia,Savannah,"Reynolds and East 40th street",1,0,N/A
477031,"December 25, 2015",Oklahoma,Lawton,N/A,1,0,N/A
473347,"December 25, 2015",Colorado,Aurora,"20157 E. Dartmouth Drive",1,0,N/A
472418,"December 25, 2015",Texas,Houston,"8925 Richmond Avenue",2,0,N/A
471947,"December 25, 2015",Florida,"Fort Lauderdale","900 block of Breakers Avenue",1,0,N/A
474203,"December 24, 2015","North Carolina",Hickory,"18th Street NE",2,0,N/A
471347,"December 24, 2015","North Carolina",Charlotte,"6801 Northlake Mall Drive",1,1,N/A
472371,"December 24, 2015","North Carolina","Southern Pines","194 Murray Hill Road",1,0,N/A
508526,"December 24, 2015",Louisiana,Eunice,"East Magnolia Avenue",1,0,N/A
473426,"December 24, 2015","South Carolina","North Charleston","5059 N. Arco Lane",1,1,N/A
471815,"December 24, 2015",Colorado,Brighton,"2780 W. 56th Avenue",1,0,N/A
471813,"December 24, 2015",California,Porterville,N/A,1,0,N/A
471687,"December 24, 2015",Connecticut,Bridgeport,"1160 State Street",1,1,N/A
471586,"December 24, 2015",Louisiana,Pride,"16486 Pride-Baywood Road",1,0,N/A
472395,"December 24, 2015","North Carolina",Jacksonville,"166 Daisy St",1,0,N/A
471557,"December 24, 2015",Illinois,Chicago,"7300 block of South Vernon",1,0,N/A
547764,"December 24, 2015",Michigan,Detroit,"14999 Gratiot Ave",1,0,N/A
471414,"December 24, 2015",Tennessee,Nashville,"400 block of Wilclay Drive",1,0,N/A
471478,"December 24, 2015",Indiana,"South Bend","3534 High St",1,0,N/A
474593,"December 24, 2015","New Jersey","Mays Landing","Ocean Heights Ave and Salma Terrace",1,0,N/A
471715,"December 24, 2015",Wisconsin,Ashland,"300 block of Willis Avenue",3,0,N/A
503530,"December 24, 2015",Texas,"San Antonio","700 block of West Woodlawn Avenue",1,0,N/A
472180,"December 24, 2015",Virginia,Roanoke,"Eastern Avenue",1,0,N/A
472160,"December 24, 2015",Virginia,Norfolk,"1200 block of W. Ocean View Ave.",1,0,N/A
472362,"December 24, 2015","New York",Bronx,"183rd Street and Jerome Avenue",1,1,N/A
472144,"December 24, 2015",Virginia,Richmond,"2000 block of North 29th Street",1,0,N/A
471335,"December 24, 2015",Arizona,Phoenix,"27th Avenue and Indian School",1,0,N/A
471898,"December 24, 2015",Michigan,Lansing,"5900 block of Selfridge Blvd",1,0,N/A
471703,"December 24, 2015",Washington,"Seattle (Des Moines)","S 216th St and 30th Ave S",1,0,N/A
471563,"December 24, 2015",Pennsylvania,Pittsburgh,"4900 block of Broad Street",1,0,N/A
473654,"December 24, 2015",Mississippi,Brookhaven,"North Jackson Street",2,0,N/A
506970,"December 24, 2015",Illinois,Chicago,"7800 block of South South Shore Drive",1,0,N/A
472565,"December 24, 2015",Georgia,Colbert,"Farm Road",2,0,N/A
472264,"December 24, 2015",Pennsylvania,Philadelphia,"2100 block of Pemberton St",1,0,N/A
471329,"December 24, 2015",Tennessee,"Lenoir City","Clinchview Drive",1,0,N/A
471787,"December 24, 2015",Arizona,Chandler,"5040 Wild Horse Pass Blvd",1,0,N/A
473543,"December 24, 2015",Nevada,"Las Vegas","1 South Main Street",1,0,N/A
473394,"December 24, 2015",Texas,Schertz,"2200 block of FM 3009",1,0,N/A
471692,"December 24, 2015",Connecticut,Branford,"636 Main St",1,0,N/A
471878,"December 24, 2015",Florida,"Dade City","37000 block of Moceri Avenue",1,0,N/A
472569,"December 24, 2015",Georgia,Atlanta,"Washington Road and Roosevelt Highway",1,0,N/A
472582,"December 24, 2015","South Carolina",Beaufort,"1400 block of Greene Street",1,0,N/A
475356,"December 24, 2015",Washington,Kennewick,"Hood Avenue and Tweedt Street",1,0,N/A
470669,"December 23, 2015",Nevada,"Las Vegas","2200 block of South Fort Apache Road",1,0,N/A
470935,"December 23, 2015",Pennsylvania,Abington,"1700 block of Prospect Avenue",1,1,N/A
471176,"December 23, 2015",Florida,"Hollywood (Miramar)","3700 S State Road 7",1,0,N/A
473432,"December 23, 2015","South Carolina",Anderson,"110 I St",1,0,N/A
470663,"December 23, 2015",Louisiana,"New Orleans","400 block of Slidell Street",1,0,N/A
471632,"December 23, 2015",California,Downey,"1200 block of Downey Avenue",1,1,N/A
472381,"December 23, 2015","North Carolina",Raleigh,N/A,1,1,N/A
472333,"December 23, 2015",Nevada,"Las Vegas","3800 block of East Charleston Boulevard",1,0,N/A
471533,"December 23, 2015",Illinois,Chicago,"1000 block of North Lamon Avenue",1,0,N/A
471606,"December 23, 2015",Pennsylvania,Philadelphia,"400 block of Vernon Rd",1,0,N/A
471526,"December 23, 2015",Illinois,Chicago,"1100 block of North Leclaire Avenue",1,1,N/A
471048,"December 23, 2015",Ohio,Nelsonville,"14 Public Square",1,0,N/A
471343,"December 23, 2015",Arizona,Glendale,"51st Avenue and Northern",1,0,N/A
471555,"December 23, 2015",Alabama,Opelika,"500 block of Westwood Street",1,0,N/A
471553,"December 23, 2015",Alabama,Opelika,"200 block of Chester Avenue",1,0,N/A
472926,"December 23, 2015",California,Stockton,"Knickerbocker Drive and Knickerbocker Court",1,0,N/A
473622,"December 23, 2015",Mississippi,"Calhoun (county)","Highway 41 South",1,1,N/A
470809,"December 23, 2015",Michigan,Detroit,"19000 block of Archdale Street",1,0,N/A
472114,"December 23, 2015",Tennessee,Memphis,"4500 block of Double Tree Road",1,0,N/A
471427,"December 23, 2015",California,"Moreno Valley","23600 block of Lake Valley Drive",1,1,N/A
471423,"December 23, 2015",California,Colton,"1200 block of East Washington Street",1,0,N/A
474356,"December 23, 2015",Connecticut,Ellington,"7 Birchview Dr",1,0,N/A
472119,"December 23, 2015",Florida,"Saint Cloud","Aladdin Court",1,0,N/A
473950,"December 23, 2015",Arkansas,Jonesboro,"31 Hwy 168 W",1,0,N/A
470659,"December 23, 2015",Louisiana,"New Orleans","3400 block of Pleasure Street",1,0,N/A
470794,"December 23, 2015",Michigan,Detroit,"8000 block of Whitcomb",1,0,N/A
471579,"December 23, 2015",California,Watsonville,"Magnolia and Lawrence",1,0,N/A
471679,"December 23, 2015",Florida,Sanford,"West 4th Street and South Poplar Avenue",1,0,N/A
472104,"December 23, 2015",Florida,Hialeah,"125 West 56th Street",1,0,N/A
471331,"December 23, 2015",Arizona,Tucson,"5751 N. Kolb Rd",3,0,N/A
471367,"December 23, 2015","North Carolina",Charlotte,"3800 block of Brookshire Boulevard",1,0,N/A
478847,"December 23, 2015",Texas,"George West","US-59 and FM1359",2,0,N/A
475767,"December 23, 2015","New Mexico","Rio Rancho","300 block of Aldaba Cir NE",1,0,N/A
472011,"December 23, 2015",Maryland,Baltimore,"5300 block of Frankford Avenue",1,0,N/A
470548,"December 23, 2015","New Jersey",Camden,"6th Street and Ferry Avenue",1,0,N/A
471256,"December 23, 2015",Tennessee,Memphis,"1500 block of McMillan Street",1,0,N/A
484526,"December 23, 2015","New York",Buffalo,N/A,1,0,N/A
475207,"December 23, 2015","North Carolina",Durham,"100 block of Commerce Street",1,1,N/A
472146,"December 23, 2015",Oklahoma,Tulsa,"2800 block of E. 44th Place N.",1,0,N/A
471510,"December 23, 2015",Georgia,Macon,"1655 North Atwood Drive",1,0,N/A
470666,"December 23, 2015",Nevada,"Las Vegas","1400 block of Daybreak Road",1,1,N/A
